Gene stable ID	Macaque gene stable ID	dN with Macaque	dS with Macaque	Macaque homology type
ENSG00000248933	ENSMMUG00000052858	0.0612	0.1191	ortholog_many2many
ENSG00000250913	ENSMMUG00000059394	0.044	0.1282	ortholog_many2many
ENSG00000250913	ENSMMUG00000051019	0.0474	0.1162	ortholog_many2many
ENSG00000250913	ENSMMUG00000052858	0.0474	0.1162	ortholog_many2many
ENSG00000250745	ENSMMUG00000059394	0.06	0.1265	ortholog_many2many
ENSG00000250745	ENSMMUG00000051019	0.0603	0.1187	ortholog_many2many
ENSG00000250745	ENSMMUG00000052858	0.0603	0.1187	ortholog_many2many
ENSG00000127415	ENSMMUG00000057764	0.0164	0.2155	ortholog_one2one
ENSG00000223569	ENSMMUG00000059394	0.0599	0.1237	ortholog_many2many
ENSG00000223569	ENSMMUG00000051019	0.0602	0.1159	ortholog_many2many
ENSG00000223569	ENSMMUG00000052858	0.0602	0.1159	ortholog_many2many
ENSG00000229924	ENSMMUG00000050135	0.1169	0.1543	ortholog_one2many
ENSG00000232264	ENSMMUG00000059394	0.0621	0.127	ortholog_many2many
ENSG00000232264	ENSMMUG00000051019	0.0624	0.119	ortholog_many2many
ENSG00000232264	ENSMMUG00000052858	0.0624	0.119	ortholog_many2many
ENSG00000231637	ENSMMUG00000059394	0.0621	0.127	ortholog_many2many
ENSG00000231637	ENSMMUG00000051019	0.0624	0.119	ortholog_many2many
ENSG00000231637	ENSMMUG00000052858	0.0624	0.119	ortholog_many2many
ENSG00000230430	ENSMMUG00000059394	0.0621	0.127	ortholog_many2many
ENSG00000230430	ENSMMUG00000051019	0.0624	0.119	ortholog_many2many
ENSG00000230430	ENSMMUG00000052858	0.0624	0.119	ortholog_many2many
ENSG00000231396	ENSMMUG00000059394	0.0705	0.1389	ortholog_many2many
ENSG00000231396	ENSMMUG00000051019	0.0708	0.1309	ortholog_many2many
ENSG00000231396	ENSMMUG00000052858	0.0708	0.1309	ortholog_many2many
ENSG00000163293	ENSMMUG00000018625	0.0071	0.0466	ortholog_one2one
ENSG00000145214	ENSMMUG00000017222	0.0159	0.1941	ortholog_one2one
ENSG00000109736	ENSMMUG00000008383	0.0143	0.1155	ortholog_many2many
ENSG00000198515	ENSMMUG00000005764	0.0189	0.0718	ortholog_one2one
ENSG00000145244	ENSMMUG00000021779	0.0323	0.103	ortholog_one2one
ENSG00000121892	ENSMMUG00000011323	0.0004	0.0336	ortholog_one2one
ENSG00000170448	ENSMMUG00000021780	0.0112	0.0471	ortholog_one2one
ENSG00000164038	ENSMMUG00000019083	0.0077	0.0505	ortholog_one2one
ENSG00000187689	ENSMMUG00000003025	0.0405	0.0349	ortholog_one2one
ENSG00000164039	ENSMMUG00000019085	0.0038	0.0369	ortholog_one2one
ENSG00000164093	ENSMMUG00000011322	0.116	0.3883	ortholog_one2one
ENSG00000153147	ENSMMUG00000000829	0.0013	0.0594	ortholog_one2one
ENSG00000185873	ENSMMUG00000060914	0.0329	0.0682	ortholog_one2one
ENSG00000250298	ENSMMUG00000047132			ortholog_one2one
ENSG00000155011	ENSMMUG00000051654	0.0111	0.0557	ortholog_one2one
ENSG00000174749	ENSMMUG00000050382	0.0317	0.0583	ortholog_one2one
ENSG00000178522	ENSMMUG00000022099	0.0548	0.0412	ortholog_one2one
ENSG00000138640	ENSMMUG00000010141	0.0202	0.08	ortholog_one2one
ENSG00000078177	ENSMMUG00000002667	0.0197	0.0658	ortholog_one2one
ENSG00000138801	ENSMMUG00000019907	0.0015	0.0614	ortholog_one2one
ENSG00000164073	ENSMMUG00000022751	0.0264	0.06	ortholog_one2one
ENSG00000132464	ENSMMUG00000004465	0.0447	0.0511	ortholog_one2one
ENSG00000087269	ENSMMUG00000008385	0.0181	0.1061	ortholog_one2one
ENSG00000132465	ENSMMUG00000059785	0.0247	0.0225	ortholog_one2one
ENSG00000138660	ENSMMUG00000065026	0.0032	0.0105	ortholog_one2one
ENSG00000186146	ENSMMUG00000017580	0.108	0.0225	ortholog_one2many
ENSG00000109670	ENSMMUG00000020330	0.0006	0.0397	ortholog_one2one
ENSG00000145362	ENSMMUG00000008633	0.0175	0.0612	ortholog_one2one
ENSG00000163291	ENSMMUG00000014501	0.0016	0.0208	ortholog_one2one
ENSG00000138756	ENSMMUG00000011639	0.0082	0.0559	ortholog_one2one
ENSG00000155016	ENSMMUG00000058349	0.0076	0.0709	ortholog_one2one
ENSG00000164023	ENSMMUG00000017834	0.0039	0.0272	ortholog_one2one
ENSG00000124406	ENSMMUG00000017733	0.0082	0.071	ortholog_one2one
ENSG00000168421	ENSMMUG00000063857	0.0022	0.0837	ortholog_one2one
ENSG00000083896	ENSMMUG00000002265	0.0006	0.0387	ortholog_one2one
ENSG00000048342	ENSMMUG00000009383	0.0176	0.0618	ortholog_one2one
ENSG00000109667	ENSMMUG00000002785	0.1065	0.1979	ortholog_one2one
ENSG00000169676	ENSMMUG00000002783	0.0199	0.1279	ortholog_one2one
ENSG00000138639	ENSMMUG00000008341	0.013	0.0631	ortholog_one2one
ENSG00000127418	ENSMMUG00000032300	0.0099	0.2274	ortholog_one2one
ENSG00000087128	ENSMMUG00000011103	0.0216	0.0547	ortholog_one2one
ENSG00000145365	ENSMMUG00000015589	0.0145	0.0228	ortholog_one2one
ENSG00000073331	ENSMMUG00000014073	0.0331	0.0648	ortholog_one2one
ENSG00000215203	ENSMMUG00000030349	0.0079	0.0846	ortholog_one2one
ENSG00000138778	ENSMMUG00000019089	0.0196	0.0504	ortholog_one2one
ENSG00000174343	ENSMMUG00000030358	0.0079	0.0735	ortholog_one2one
ENSG00000183783	ENSMMUG00000017912	0.0055	0.0951	ortholog_one2one
ENSG00000189308	ENSMMUG00000008514	0	0	ortholog_one2one
ENSG00000151806	ENSMMUG00000009270	0.0143	0.058	ortholog_one2one
ENSG00000178222	ENSMMUG00000015507	0.2983	0.487	ortholog_one2one
ENSG00000163281	ENSMMUG00000009273	0.0324	0.1251	ortholog_one2one
ENSG00000135605	ENSMMUG00000018628	0.0007	0.0468	ortholog_one2one
ENSG00000180346	ENSMMUG00000039305	0.0105	0.0468	ortholog_one2one
ENSG00000138674	ENSMMUG00000008501	0.0039	0.0431	ortholog_one2one
ENSG00000185477	ENSMMUG00000057606	0.0315	0.0547	ortholog_one2one
ENSG00000135220	ENSMMUG00000047053	0.0273	0.0726	ortholog_one2one
ENSG00000170006	ENSMMUG00000039094	0.057	0.0869	ortholog_one2one
ENSG00000109501	ENSMMUG00000013414	0.0076	0.2109	ortholog_one2one
ENSG00000145335	ENSMMUG00000012123	0.0563	0.0536	ortholog_one2one
ENSG00000138658	ENSMMUG00000023591	0.0277	0.0499	ortholog_one2one
ENSG00000178403	ENSMMUG00000014078	0.0061	0.0853	ortholog_one2one
ENSG00000174720	ENSMMUG00000017911	0.0087	0.1163	ortholog_one2one
ENSG00000074211	ENSMMUG00000013416	0.0274	0.2183	ortholog_one2one
ENSG00000169836	ENSMMUG00000049998	0.008	0.0515	ortholog_one2one
ENSG00000163285	ENSMMUG00000012820	0.0292	0.1051	ortholog_one2one
ENSG00000138796	ENSMMUG00000023254	0.0152	0.0592	ortholog_one2one
ENSG00000109171	ENSMMUG00000056052	0.005	0.0382	ortholog_one2one
ENSG00000145248	ENSMMUG00000006703	0.0109	0.0803	ortholog_one2one
ENSG00000163694	ENSMMUG00000012036	0.0007	0.1529	ortholog_one2one
ENSG00000168772	ENSMMUG00000051649	0	0	ortholog_one2one
ENSG00000013288	ENSMMUG00000005298	0.0392	0.1623	ortholog_one2one
ENSG00000164074	ENSMMUG00000020931	0.0087	0.046	ortholog_one2one
ENSG00000171234	ENSMMUG00000012355	0.0545	0.0811	ortholog_one2one
ENSG00000168152	ENSMMUG00000008510	0.0105	0.0346	ortholog_one2one
ENSG00000159674	ENSMMUG00000020856	0.0147	0.1408	ortholog_one2one
ENSG00000071127	ENSMMUG00000000960	0.0146	0.1536	ortholog_one2one
ENSG00000159692	ENSMMUG00000008323	0.0009	0.2391	ortholog_one2one
ENSG00000168769	ENSMMUG00000017831	0.016	0.0283	ortholog_one2one
ENSG00000179299	ENSMMUG00000012561	0.0184	0.0392	ortholog_one2one
ENSG00000109743	ENSMMUG00000015294	0.0361	0.092	ortholog_one2one
ENSG00000163697	ENSMMUG00000012563	0.0115	0.0698	ortholog_one2one
ENSG00000118564	ENSMMUG00000009388	0.0076	0.0448	ortholog_one2one
ENSG00000179010	ENSMMUG00000054721	0.0059	0.1236	ortholog_one2many
ENSG00000179010	ENSMMUG00000021695	0	0	ortholog_one2many
ENSG00000151834	ENSMMUG00000003614	0.0028	0.0664	ortholog_one2one
ENSG00000197386	ENSMMUG00000008392	0.021	0.0982	ortholog_one2one
ENSG00000170846	ENSMMUG00000064424	0.0133	0.5327	ortholog_one2one
ENSG00000182223	ENSMMUG00000006704	0.0336	0.0926	ortholog_one2one
ENSG00000163993	ENSMMUG00000021887	0	0	ortholog_one2one
ENSG00000178988	ENSMMUG00000021886	0	0	ortholog_one2one
ENSG00000186222	ENSMMUG00000049992	0.0113	0.1732	ortholog_one2one
ENSG00000170871	ENSMMUG00000016999	0.0036	0.0436	ortholog_one2one
ENSG00000173011	ENSMMUG00000049270	0.001	0.1008	ortholog_one2one
ENSG00000132405	ENSMMUG00000017000	0.0057	0.0724	ortholog_one2one
ENSG00000150471	ENSMMUG00000002588	0.0022	0.0451	ortholog_one2one
ENSG00000156096	ENSMMUG00000014773	0.0608	0.1216	ortholog_one2many
ENSG00000156096	ENSMMUG00000000337	0.0602	0.1318	ortholog_one2many
ENSG00000183090	ENSMMUG00000003319	0.0271	0.0798	ortholog_one2one
ENSG00000164163	ENSMMUG00000004433	0	0	ortholog_one2one
ENSG00000188981	ENSMMUG00000008398	0.0339	0.2132	ortholog_one2one
ENSG00000109158	ENSMMUG00000009526	0.0068	0.0413	ortholog_one2one
ENSG00000163288	ENSMMUG00000004314	0.002	0.0708	ortholog_one2one
ENSG00000109519	ENSMMUG00000064900	0.0021	0.079	ortholog_one2one
ENSG00000173610	ENSMMUG00000004183	0.0198	0.0666	ortholog_one2one
ENSG00000159788	ENSMMUG00000007154	0.0167	0.1005	ortholog_one2one
ENSG00000164161	ENSMMUG00000007968	0.002	0.045	ortholog_one2one
ENSG00000138795	ENSMMUG00000023256	0.0155	0.0744	ortholog_one2one
ENSG00000173597	ENSMMUG00000062115	0.0228	0.0644	ortholog_one2one
ENSG00000164162	ENSMMUG00000004432	0	0	ortholog_one2one
ENSG00000178597	ENSMMUG00000051974	0.034	0.135	ortholog_one2one
ENSG00000184985	ENSMMUG00000022416	0.0121	0.1576	ortholog_one2one
ENSG00000109684	ENSMMUG00000017762	0.0454	0.0586	ortholog_one2one
ENSG00000178163	ENSMMUG00000017761	0.0191	0.044	ortholog_one2one
ENSG00000109193	ENSMMUG00000004667	0.0212	0.0454	ortholog_one2many
ENSG00000138722	ENSMMUG00000022003	0.0295	0.0925	ortholog_one2one
ENSG00000169019	ENSMMUG00000021777	0.0278	0.1033	ortholog_one2one
ENSG00000196526	ENSMMUG00000043581	0.0056	0.1246	ortholog_one2one
ENSG00000156140	ENSMMUG00000017977	0.0179	0.0712	ortholog_one2one
ENSG00000138777	ENSMMUG00000017004	0.0141	0.0501	ortholog_one2one
ENSG00000132463	ENSMMUG00000000380	0.0258	0.0836	ortholog_one2one
ENSG00000250361	ENSMMUG00000044429	0.201	0.0989	ortholog_one2many
ENSG00000109475	ENSMMUG00000031981	0	0	ortholog_one2one
ENSG00000109758	ENSMMUG00000007162	0.0197	0.2043	ortholog_one2one
ENSG00000184305	ENSMMUG00000009652	0.0111	0.057	ortholog_one2one
ENSG00000198856	ENSMMUG00000011902	0.0127	0.0456	ortholog_one2one
ENSG00000126545	ENSMMUG00000047324	0.0856	0.0567	ortholog_one2one
ENSG00000075539	ENSMMUG00000006705	0.0042	0.0343	ortholog_one2one
ENSG00000163626	ENSMMUG00000000789	0.0316	0.0622	ortholog_one2one
ENSG00000197465	ENSMMUG00000044429	0.2485	0.1827	ortholog_one2many
ENSG00000170180	ENSMMUG00000044429	0.1518	0.0927	ortholog_one2many
ENSG00000135222	ENSMMUG00000004849	0.048	0.049	ortholog_one2one
ENSG00000152208	ENSMMUG00000002366	0.0014	0.0601	ortholog_one2one
ENSG00000175920	ENSMMUG00000046062	0.0225	0.1906	ortholog_one2one
ENSG00000164089	ENSMMUG00000011903	0.0355	0.1093	ortholog_one2one
ENSG00000156269	ENSMMUG00000021988	0.0157	0.0502	ortholog_one2one
ENSG00000156136	ENSMMUG00000030280	0.0709	0.1725	ortholog_one2one
ENSG00000002587	ENSMMUG00000001341	0.0068	0.1402	ortholog_one2one
ENSG00000172238	ENSMMUG00000002367	0.0101	0.0767	ortholog_one2one
ENSG00000138785	ENSMMUG00000011722	0.005	0.0407	ortholog_one2one
ENSG00000138780	ENSMMUG00000018811	0.01	0.0306	ortholog_one2one
ENSG00000196475	ENSMMUG00000062120	0.0094	0.0689	ortholog_one2one
ENSG00000138771	ENSMMUG00000020919	0.0189	0.0757	ortholog_one2one
ENSG00000168743	ENSMMUG00000023428	0.0366	0.0923	ortholog_one2one
ENSG00000163995	ENSMMUG00000013984	0.0736	0.2539	ortholog_one2one
ENSG00000090316	ENSMMUG00000008357	0	0	ortholog_one2one
ENSG00000151615	ENSMMUG00000053730	0.0131	0.1413	ortholog_one2one
ENSG00000205649	ENSMMUG00000048868	0.0761	0.0848	ortholog_one2many
ENSG00000004468	ENSMMUG00000015298	0.0412	0.0584	ortholog_one2one
ENSG00000236699	ENSMMUG00000010941	0.0075	0.0421	ortholog_one2one
ENSG00000164164	ENSMMUG00000004437	0.0062	0.04	ortholog_one2one
ENSG00000137473	ENSMMUG00000013816	0.0355	0.0587	ortholog_one2one
ENSG00000186212	ENSMMUG00000018186	0.026	0.0834	ortholog_one2one
ENSG00000163956	ENSMMUG00000023099	0.0368	0.2569	ortholog_one2one
ENSG00000080493	ENSMMUG00000016029	0.0031	0.0375	ortholog_one2one
ENSG00000137440	ENSMMUG00000008162	0.0277	0.0621	ortholog_one2one
ENSG00000132466	ENSMMUG00000000790	0.0018	0.0253	ortholog_one2one
ENSG00000151617	ENSMMUG00000003659	0.0057	0.0386	ortholog_one2one
ENSG00000184160	ENSMMUG00000014781	0.0288	0.2705	ortholog_one2one
ENSG00000164144	ENSMMUG00000018490	0.0012	0.0397	ortholog_one2one
ENSG00000007062	ENSMMUG00000008164	0.0202	0.0597	ortholog_one2one
ENSG00000138758	ENSMMUG00000019901	0.0244	0.0898	ortholog_one2one
ENSG00000163297	ENSMMUG00000003333	0.0056	0.0502	ortholog_one2one
ENSG00000157869	ENSMMUG00000022025	0.0044	0.0156	ortholog_one2one
ENSG00000137441	ENSMMUG00000008163	0.0302	0.0839	ortholog_one2one
ENSG00000164168	ENSMMUG00000004977	0.0055	0.0481	ortholog_one2one
ENSG00000164169	ENSMMUG00000004979	0.0139	0.0289	ortholog_one2one
ENSG00000163982	ENSMMUG00000002782	0.0262	0.1045	ortholog_one2one
ENSG00000132406	ENSMMUG00000023242	0.0238	0.1134	ortholog_one2one
ENSG00000145220	ENSMMUG00000023393	0.0133	0.0736	ortholog_one2one
ENSG00000168826	ENSMMUG00000023394	0.0157	0.0608	ortholog_one2one
ENSG00000071205	ENSMMUG00000014953	0.0085	0.0601	ortholog_one2one
ENSG00000118816	ENSMMUG00000019904	0.0336	0.0686	ortholog_one2one
ENSG00000168824	ENSMMUG00000020203	0	0	ortholog_one2one
ENSG00000168818	ENSMMUG00000020204	0.0013	0.079	ortholog_one2one
ENSG00000109705	ENSMMUG00000062096	0.0102	0.1116	ortholog_one2one
ENSG00000152784	ENSMMUG00000051357	0.0057	0.0956	ortholog_one2one
ENSG00000164111	ENSMMUG00000009194	0.0044	0.074	ortholog_one2one
ENSG00000038219	ENSMMUG00000022027			ortholog_one2one
ENSG00000138764	ENSMMUG00000000914	0.0043	0.0368	ortholog_one2one
ENSG00000163945	ENSMMUG00000038497	0.028	0.176	ortholog_one2one
ENSG00000156234	ENSMMUG00000023186	0.0525	0.063	ortholog_one2one
ENSG00000145321	ENSMMUG00000023241	0.0544	0.1005	ortholog_one2one
ENSG00000205678	ENSMMUG00000005537	0.0106	0.0392	ortholog_one2one
ENSG00000235608	ENSMMUG00000051731	0.0201	0.1759	ortholog_one2one
ENSG00000174137	ENSMMUG00000008363	0.0558	0.1543	ortholog_one2one
ENSG00000138767	ENSMMUG00000045609	0.0009	0.0156	ortholog_one2one
ENSG00000145242	ENSMMUG00000014468	0.0028	0.0431	ortholog_one2one
ENSG00000163950	ENSMMUG00000032303	0.0035	0.0619	ortholog_one2one
ENSG00000197826	ENSMMUG00000042925	0.0223	0.0759	ortholog_one2one
ENSG00000138675	ENSMMUG00000009067	0.0106	0.0323	ortholog_one2one
ENSG00000056291	ENSMMUG00000018536	0.0377	0.0683	ortholog_one2one
ENSG00000164112	ENSMMUG00000001752	0.0995	0.0321	ortholog_one2one
ENSG00000168538	ENSMMUG00000023651	0.0162	0.0988	ortholog_one2one
ENSG00000154277	ENSMMUG00000013071	0.0039	0.0549	ortholog_one2one
ENSG00000125089	ENSMMUG00000030400	0.0257	0.1157	ortholog_one2one
ENSG00000151623	ENSMMUG00000014955	0.0065	0.0359	ortholog_one2one
ENSG00000163132	ENSMMUG00000051198	0.0028	0.0955	ortholog_one2one
ENSG00000168936	ENSMMUG00000064450	0.018	0.1184	ortholog_one2one
ENSG00000013810	ENSMMUG00000011191	0.0479	0.0933	ortholog_one2one
ENSG00000152785	ENSMMUG00000010347	0.0226	0.0699	ortholog_one2one
ENSG00000138669	ENSMMUG00000019859	0.0019	0.0363	ortholog_one2one
ENSG00000188517	ENSMMUG00000017703	0.01	0.0444	ortholog_one2one
ENSG00000163104	ENSMMUG00000022242	0.004	0.0415	ortholog_one2one
ENSG00000173320	ENSMMUG00000004898	0.0063	0.0999	ortholog_one2one
ENSG00000234828	ENSMMUG00000047563	0.0429	0.0686	ortholog_one2one
ENSG00000170891	ENSMMUG00000016921	0.0266	0.124	ortholog_one2one
ENSG00000164303	ENSMMUG00000016747	0.0608	0.2272	ortholog_one2one
ENSG00000179059	ENSMMUG00000050465	0.0621	0.1319	ortholog_one2one
ENSG00000154447	ENSMMUG00000012701	0.0068	0.0512	ortholog_one2one
ENSG00000179046	ENSMMUG00000010967	0.0493	0.0708	ortholog_one2one
ENSG00000138759	ENSMMUG00000002564	0.0176	0.0602	ortholog_one2one
ENSG00000138802	ENSMMUG00000023240	0.011	0.0371	ortholog_one2one
ENSG00000184108	ENSMMUG00000016660	0.0167	0.1288	ortholog_one2one
ENSG00000168310	ENSMMUG00000015087	0.0014	0.0553	ortholog_one2one
ENSG00000163106	ENSMMUG00000022244	0.0096	0.0692	ortholog_one2one
ENSG00000170390	ENSMMUG00000002211	0.006	0.044	ortholog_one2one
ENSG00000169762	ENSMMUG00000001747	0.006	0.0405	ortholog_one2one
ENSG00000137460	ENSMMUG00000018493	0.0216	0.0659	ortholog_one2one
ENSG00000174145	ENSMMUG00000003676	0.0073	0.0584	ortholog_one2one
ENSG00000154274	ENSMMUG00000009691	0.059	0.0864	ortholog_one2one
ENSG00000181826	ENSMMUG00000017630	0.0624	0.1594	ortholog_one2one
ENSG00000152953	ENSMMUG00000016922	0.0126	0.0928	ortholog_one2one
ENSG00000123737	ENSMMUG00000009816	0.0068	0.0354	ortholog_one2one
ENSG00000170801	ENSMMUG00000022672	0.0055	0.156	ortholog_one2one
ENSG00000109756	ENSMMUG00000010581	0.0059	0.074	ortholog_one2one
ENSG00000169299	ENSMMUG00000000232	0.0095	0.0769	ortholog_one2one
ENSG00000145386	ENSMMUG00000009817	0.0055	0.0409	ortholog_one2one
ENSG00000109180	ENSMMUG00000014868	0.0089	0.0527	ortholog_one2one
ENSG00000168843	ENSMMUG00000009033	0.0083	0.0511	ortholog_one2one
ENSG00000164305	ENSMMUG00000012053	0.0198	0.0508	ortholog_one2one
ENSG00000163110	ENSMMUG00000022246	0.0159	0.0567	ortholog_one2one
ENSG00000005059	ENSMMUG00000052933	0.023	0.0581	ortholog_one2one
ENSG00000138794	ENSMMUG00000008174	0.0174	0.062	ortholog_one2one
ENSG00000068078	ENSMMUG00000019945	0.004	0.1889	ortholog_one2one
ENSG00000065882	ENSMMUG00000000237	0.0096	0.0725	ortholog_one2one
ENSG00000205129	ENSMMUG00000048393	0.0264	0.1035	ortholog_one2one
ENSG00000154553	ENSMMUG00000015407	0.0363	0.1158	ortholog_one2one
ENSG00000168491	ENSMMUG00000000359	0.0358	0.0743	ortholog_one2one
ENSG00000145414	ENSMMUG00000001717	0.0261	0.0981	ortholog_one2one
ENSG00000109536	ENSMMUG00000001824	0.0053	0.0915	ortholog_one2one
ENSG00000164129	ENSMMUG00000020242	0.0031	0.0479	ortholog_one2one
ENSG00000164128	ENSMMUG00000060090	0.0013	0.0414	ortholog_one2one
ENSG00000285330	ENSMMUG00000021226	0.0544	0.0921	ortholog_one2one
ENSG00000168924	ENSMMUG00000019948	0.0209	0.1337	ortholog_one2one
ENSG00000151005	ENSMMUG00000003388	0.0191	0.0594	ortholog_one2one
ENSG00000205097	ENSMMUG00000048303	0.0708	0.0733	ortholog_one2many
ENSG00000145247	ENSMMUG00000014869	0.0152	0.0158	ortholog_one2one
ENSG00000164306	ENSMMUG00000012175	0.0179	0.0645	ortholog_one2one
ENSG00000198498	ENSMMUG00000004482	0.0155	0.095	ortholog_one2one
ENSG00000151725	ENSMMUG00000012176	0.044	0.055	ortholog_one2one
ENSG00000109381	ENSMMUG00000004984	0.0015	0.0257	ortholog_one2one
ENSG00000138686	ENSMMUG00000009819	0.0116	0.0446	ortholog_one2one
ENSG00000151014	ENSMMUG00000004983	0.0407	0.1512	ortholog_one2one
ENSG00000137601	ENSMMUG00000012244	0.0116	0.0455	ortholog_one2one
ENSG00000109534	ENSMMUG00000021225	0.0023	0.0333	ortholog_one2one
ENSG00000260596	ENSMMUG00000050221	0.3483	0.6006	ortholog_one2many
ENSG00000260596	ENSMMUG00000052017	0.3483	0.6006	ortholog_one2many
ENSG00000260596	ENSMMUG00000060367	0.4529	0.8285	ortholog_one2many
ENSG00000260596	ENSMMUG00000060190	0.3483	0.6006	ortholog_one2many
ENSG00000109182	ENSMMUG00000014714	0.0176	0.0633	ortholog_one2one
ENSG00000168214	ENSMMUG00000015828	0.0017	0.0396	ortholog_one2one
ENSG00000109787	ENSMMUG00000003363	0	0	ortholog_one2one
ENSG00000145416	ENSMMUG00000041688	0.0963	0.187	ortholog_one2one
ENSG00000163631	ENSMMUG00000003827	0.033	0.0683	ortholog_one2one
ENSG00000174123	ENSMMUG00000003373	0.0165	0.0505	ortholog_one2one
ENSG00000138741	ENSMMUG00000009820	0.002	0.0784	ortholog_one2one
ENSG00000174125	ENSMMUG00000016754	0.025	0.0431	ortholog_one2one
ENSG00000174130	ENSMMUG00000002418	0.0203	0.0675	ortholog_one2one
ENSG00000164134	ENSMMUG00000018184	0.0125	0.0945	ortholog_one2one
ENSG00000151458	ENSMMUG00000006783	0.0041	0.0716	ortholog_one2one
ENSG00000248771	ENSMMUG00000059520	0.0135	0.0482	ortholog_one2one
ENSG00000137463	ENSMMUG00000004196	0.0215	0.0454	ortholog_one2one
ENSG00000172007	ENSMMUG00000020692	0.0041	0.0617	ortholog_one2one
ENSG00000198589	ENSMMUG00000002212	0.0096	0.0515	ortholog_one2one
ENSG00000196159	ENSMMUG00000011810	0.0066	0.059	ortholog_one2one
ENSG00000138696	ENSMMUG00000006702	0.0044	0.05	ortholog_one2one
ENSG00000248329	ENSMMUG00000064230	0.0359	0.045	ortholog_one2one
ENSG00000163394	ENSMMUG00000049298	0.0095	0.0808	ortholog_one2one
ENSG00000168785	ENSMMUG00000011702	0	0	ortholog_one2one
ENSG00000181541	ENSMMUG00000039441	0	0	ortholog_one2one
ENSG00000183439	ENSMMUG00000012508	0.0348	0.0703	ortholog_one2one
ENSG00000176979	ENSMMUG00000000102	0.0317	0.0791	ortholog_one2one
ENSG00000197712	ENSMMUG00000004471	0.0197	0.0709	ortholog_one2one
ENSG00000250374	ENSMMUG00000050635	0.0167	0.049	ortholog_one2one
ENSG00000145283	ENSMMUG00000003734	0.0096	0.0454	ortholog_one2one
ENSG00000109572	ENSMMUG00000010228	0	0	ortholog_one2one
ENSG00000109184	ENSMMUG00000008579	0.2272	0.314	ortholog_one2one
ENSG00000170088	ENSMMUG00000021912	0.0374	0.0847	ortholog_one2one
ENSG00000151726	ENSMMUG00000012177	0.0202	0.0828	ortholog_one2one
ENSG00000229894	ENSMMUG00000017343	0.0132	0.0879	ortholog_one2one
ENSG00000164066	ENSMMUG00000015241	0.0106	0.0509	ortholog_one2one
ENSG00000109466	ENSMMUG00000017342	0.0161	0.0703	ortholog_one2one
ENSG00000081051	ENSMMUG00000003830	0.0104	0.0808	ortholog_one2one
ENSG00000109680	ENSMMUG00000019239	0.0008	0.0219	ortholog_one2one
ENSG00000138709	ENSMMUG00000021347	0.0108	0.0444	ortholog_one2one
ENSG00000079557	ENSMMUG00000003831	0.0332	0.0781	ortholog_one2one
ENSG00000163633	ENSMMUG00000059657	0.0313	0.0475	ortholog_one2many
ENSG00000285458	ENSMMUG00000059657	0.0313	0.0475	ortholog_one2many
ENSG00000172493	ENSMMUG00000014076	0.0166	0.0541	ortholog_one2one
ENSG00000188993	ENSMMUG00000018939	0.0513	0.0643	ortholog_one2one
ENSG00000138688	ENSMMUG00000004571	0.0027	0.0477	ortholog_one2one
ENSG00000151247	ENSMMUG00000011066	0.006	0.0466	ortholog_one2one
ENSG00000151475	ENSMMUG00000061247	0.0031	0.0633	ortholog_one2one
ENSG00000164040	ENSMMUG00000056828	0.0086	0.0532	ortholog_one2one
ENSG00000182168	ENSMMUG00000006309	0.0021	0.0572	ortholog_one2one
ENSG00000163071	ENSMMUG00000018943	0.0259	0.0567	ortholog_one2one
ENSG00000164070	ENSMMUG00000015245	0.0075	0.0577	ortholog_one2one
ENSG00000164118	ENSMMUG00000001743	0.0338	0.0629	ortholog_one2one
ENSG00000163644	ENSMMUG00000004561	0.0038	0.03	ortholog_one2one
ENSG00000180245	ENSMMUG00000021223	0.0081	0.0548	ortholog_one2one
ENSG00000183423	ENSMMUG00000022956	0.0217	0.0469	ortholog_one2one
ENSG00000035720	ENSMMUG00000009392	0.0134	0.0369	ortholog_one2one
ENSG00000173040	ENSMMUG00000020860	0.0268	0.0872	ortholog_one2one
ENSG00000171566	ENSMMUG00000021301	0.0036	0.0616	ortholog_one2one
ENSG00000153132	ENSMMUG00000022355	0.0139	0.0428	ortholog_one2one
ENSG00000109321	ENSMMUG00000002314	0.0161	0.0564	ortholog_one2one
ENSG00000138684	ENSMMUG00000049383	0.0195	0.0251	ortholog_one2one
ENSG00000174808	ENSMMUG00000055714	0.0817	0.1643	ortholog_one2one
ENSG00000205301	ENSMMUG00000030139	0.0249	0.0507	ortholog_one2one
ENSG00000169116	ENSMMUG00000064978	0.0313	0.0783	ortholog_one2one
ENSG00000179387	ENSMMUG00000015242	0.0044	0.0864	ortholog_one2one
ENSG00000152583	ENSMMUG00000019047	0.0372	0.0652	ortholog_one2one
ENSG00000145451	ENSMMUG00000008868	0	0	ortholog_one2one
ENSG00000169744	ENSMMUG00000023116	0.0233	0.0602	ortholog_one2one
ENSG00000138685	ENSMMUG00000007419	0.019	0.0463	ortholog_one2one
ENSG00000170917	ENSMMUG00000007420	0.0269	0.0614	ortholog_one2one
ENSG00000109189	ENSMMUG00000023333	0.0256	0.0783	ortholog_one2one
ENSG00000145332	ENSMMUG00000014080	0.0036	0.048	ortholog_one2one
ENSG00000163116	ENSMMUG00000013502	0.0253	0.0648	ortholog_one2one
