Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000205420,12,51173448,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000205420,12,51173448,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000205420,12,51173448,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000205420,12,51173448,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000205420,12,51173448,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000205420,12,51173448,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000205420,12,51173448,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000205420,12,51173448,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000186081,12,51200510,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000186081,12,51200510,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000186081,12,51200510,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000186081,12,51200510,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000186081,12,51200510,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000186081,12,51200510,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000186081,12,51200510,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000186081,12,51200510,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000172867,12,51332226,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000172867,12,51332226,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000172867,12,51332226,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000172867,12,51332226,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000172867,12,51332226,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000172867,12,51332226,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000172867,12,51332226,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000172867,12,51332226,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000167768,12,51360458,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000167768,12,51360458,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000167768,12,51360458,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000167768,12,51360458,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000167768,12,51360458,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000167768,12,51360458,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000167768,12,51360458,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000167768,12,51360458,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000189182,12,51383514,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000189182,12,51383514,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000189182,12,51383514,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000170477,12,51494602,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000170477,12,51494602,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000170477,12,51494602,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000170477,12,51494602,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000170477,12,51494602,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000170477,12,51494602,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000170477,12,51494602,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000170477,12,51494602,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000185640,12,51514346,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000171346,17,36932191,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000131095,17,40348394,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000186832,17,37022545,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000186847,17,36996673,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000185640,12,51514346,ENSG00000186831,17,37034355,None,None,None,None,None,Ohno
ENSG00000170421,12,51585127,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000170421,12,51585127,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000170421,12,51585127,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000170421,12,51585127,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000170421,12,51585127,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000170421,12,51585127,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000170421,12,51585127,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000170421,12,51585127,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000111057,12,51628922,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000111057,12,51628922,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000111057,12,51628922,ENSG00000171403,17,36981836,None,Ohno,None,None,None,None
ENSG00000111057,12,51628922,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000111057,12,51628922,ENSG00000131095,17,40348394,None,None,None,Ohno,Ohno,Ohno
ENSG00000111057,12,51628922,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000111057,12,51628922,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000111057,12,51628922,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000111057,12,51628922,ENSG00000108244,17,36347362,Ohno,None,None,None,None,None
ENSG00000111057,12,51628922,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000167779,12,51777703,ENSG00000141753,17,35853202,Ohno,Ohno,None,None,None,None
ENSG00000139626,12,51887267,ENSG00000056345,17,42686207,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000172819,12,51912303,ENSG00000131759,17,35718972,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170374,12,52009489,ENSG00000189120,17,43288239,None,None,None,None,Ohno,Ohno
ENSG00000185591,12,52060246,ENSG00000167182,17,43328515,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000135390,12,52356779,ENSG00000159199,17,44325147,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000123364,12,52618843,ENSG00000159184,17,44161110,Ohno,Ohno,None,None,None,None
ENSG00000123407,12,52634981,ENSG00000159184,17,44161110,Ohno,None,None,None,None,None
ENSG00000180818,12,52665213,ENSG00000170689,17,44058834,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000180806,12,52680144,ENSG00000170689,17,44058834,None,None,Ohno,Ohno,None,Ohno
ENSG00000037965,12,52689157,ENSG00000120087,17,44043382,None,Ohno,None,None,None,Ohno
ENSG00000037965,12,52689157,ENSG00000120068,17,44047300,Ohno,None,Ohno,None,None,Ohno
ENSG00000198353,12,52696909,ENSG00000120075,17,44026127,None,None,None,None,None,Ohno
ENSG00000198353,12,52696909,ENSG00000108511,17,44037333,None,None,None,None,None,Ohno
ENSG00000197757,12,52696909,ENSG00000108511,17,44037333,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000197757,12,52696909,ENSG00000182742,17,44010742,None,None,None,None,None,Ohno
ENSG00000197757,12,52696909,ENSG00000120087,17,44043382,None,Ohno,None,Ohno,None,None
ENSG00000197757,12,52696909,ENSG00000120075,17,44026127,None,None,None,Ohno,None,Ohno
ENSG00000197757,12,52696909,ENSG00000120068,17,44047300,None,Ohno,None,None,None,None
ENSG00000198353,12,52696909,ENSG00000182742,17,44010742,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000172789,12,52713099,ENSG00000120075,17,44026127,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000172789,12,52713099,ENSG00000108511,17,44037333,Ohno,Ohno,None,None,None,Ohno
ENSG00000172789,12,52713099,ENSG00000182742,17,44010742,None,None,None,Ohno,None,Ohno
ENSG00000094916,12,52960153,ENSG00000108468,17,43533806,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000111481,12,53005178,ENSG00000005243,17,43470138,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000161638,12,53099317,ENSG00000005961,17,39822399,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000123307,12,53699996,ENSG00000171532,17,35017701,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135424,12,54387949,ENSG00000005884,17,45488488,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000123353,12,54498073,ENSG00000172057,17,35337380,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000123342,12,54523002,ENSG00000129270,17,31146753,None,None,None,None,None,Ohno
ENSG00000123374,12,54646826,ENSG00000108504,17,71486936,Ohno,None,None,None,None,None
ENSG00000123411,12,54700956,ENSG00000161405,17,35273967,Ohno,Ohno,None,None,None,None
ENSG00000065361,12,54760159,ENSG00000141736,17,35104766,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196465,12,54832602,ENSG00000198336,17,42641427,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000092841,12,54838367,ENSG00000198336,17,42641427,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000170581,12,55040176,ENSG00000173757,17,37681950,None,None,None,None,None,Ohno
ENSG00000170581,12,55040176,ENSG00000168610,17,37794039,None,None,None,None,Ohno,Ohno
ENSG00000170581,12,55040176,ENSG00000126561,17,37693091,None,None,None,None,None,Ohno
ENSG00000166888,12,55791428,ENSG00000126561,17,37693091,None,None,None,None,Ohno,Ohno
ENSG00000166888,12,55791428,ENSG00000173757,17,37681950,None,None,None,None,Ohno,Ohno
ENSG00000166888,12,55791428,ENSG00000168610,17,37794039,None,None,None,None,None,Ohno
ENSG00000185482,12,55931236,ENSG00000141750,17,34635500,Ohno,Ohno,None,None,Ohno,None
ENSG00000123329,12,56168864,ENSG00000185602,17,40858780,Ohno,None,None,Ohno,None,Ohno
ENSG00000166908,12,56271340,ENSG00000141720,17,34209684,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000118596,12,58369393,ENSG00000170190,17,70595650,Ohno,None,None,None,None,None
ENSG00000090382,12,68028401,ENSG00000141316,17,28342995,None,None,Ohno,None,Ohno,None
ENSG00000090382,12,68028401,ENSG00000161572,17,31294787,None,None,None,None,Ohno,None
ENSG00000139354,12,99512769,ENSG00000132139,17,31104010,None,Ohno,None,None,None,Ohno
ENSG00000075035,12,107047641,ENSG00000179314,17,5914658,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000110880,12,107649424,ENSG00000167549,17,24974043,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000084112,12,107775480,ENSG00000141298,17,25281144,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000076555,12,108061585,ENSG00000132142,17,32841015,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000174527,12,108310871,ENSG00000197879,17,1342633,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000110906,12,108399538,ENSG00000109079,17,23686913,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000111199,12,108755595,ENSG00000187688,17,16259581,Ohno,None,None,Ohno,None,None
ENSG00000111199,12,108755595,ENSG00000196689,17,3447085,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000111199,12,108755595,ENSG00000167723,17,3408039,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000139436,12,108918483,ENSG00000108262,17,24940736,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000076513,12,108921618,ENSG00000198720,17,24944612,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000174437,12,109203815,ENSG00000074370,17,3814491,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000089169,12,111714125,ENSG00000187939,17,31270,Ohno,None,None,Ohno,None,Ohno
ENSG00000089116,12,112394260,ENSG00000132130,17,32368612,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000089225,12,113330630,ENSG00000121075,17,56888589,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135111,12,113606352,ENSG00000121068,17,56832039,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000123066,12,115199526,ENSG00000108510,17,57497425,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135119,12,115660479,ENSG00000189050,17,55396899,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000089250,12,116283965,ENSG00000007171,17,23151682,None,None,None,None,None,Ohno
ENSG00000171435,12,116777724,ENSG00000141068,17,22807797,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000176871,12,116983334,ENSG00000109046,17,22645233,Ohno,Ohno,Ohno,None,None,None
ENSG00000135090,12,117295133,ENSG00000160551,17,24742069,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000135097,12,119291341,ENSG00000153944,17,52688930,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000111786,12,119391941,ENSG00000136450,17,53439706,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000088986,12,119392043,ENSG00000121083,17,53515798,Ohno,None,None,None,None,None
ENSG00000175970,12,119632644,ENSG00000109103,17,23903770,None,Ohno,None,None,Ohno,Ohno
ENSG00000135100,12,119900754,ENSG00000108753,17,33179209,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000135124,12,120132047,ENSG00000108405,17,3766709,None,None,Ohno,Ohno,None,None
ENSG00000110931,12,120220494,ENSG00000004660,17,3743086,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170633,12,120322304,ENSG00000092871,17,30440407,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000090975,12,122160928,ENSG00000091622,17,6400601,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000196498,12,123586102,ENSG00000141027,17,16059570,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000150991,12,123965530,ENSG00000170315,17,16225092,None,None,None,Ohno,None,None
ENSG00000139364,12,124377115,ENSG00000181291,17,29931881,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000181234,12,127666660,ENSG00000181291,17,29931881,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000151952,12,128953837,ENSG00000181291,17,29931881,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000060709,12,129568363,ENSG00000005379,17,53760477,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000177169,12,130945232,ENSG00000083290,17,19711841,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196458,12,132042965,ENSG00000180626,17,5035902,None,None,None,Ohno,None,None
ENSG00000196458,12,132042965,ENSG00000141040,17,16413245,None,None,None,Ohno,None,None
ENSG00000196458,12,132042965,ENSG00000197566,17,16497883,None,None,None,Ohno,None,None
ENSG00000198393,12,132073129,ENSG00000187607,17,15543780,Ohno,None,None,None,None,None
ENSG00000198040,12,132124239,ENSG00000141040,17,16413245,None,None,None,Ohno,None,None
ENSG00000198040,12,132124239,ENSG00000197566,17,16497883,None,None,None,Ohno,None,None
ENSG00000198040,12,132124239,ENSG00000180626,17,5035902,None,None,None,Ohno,None,None
ENSG00000090612,12,132217286,ENSG00000187607,17,15543780,Ohno,None,None,None,None,None
ENSG00000167580,12,48630796,ENSG00000171885,18,22699714,None,None,None,None,None,Ohno
ENSG00000161798,12,48641920,ENSG00000171885,18,22699714,None,None,None,None,None,Ohno
ENSG00000086159,12,48652887,ENSG00000171885,18,22699714,None,None,None,None,None,Ohno
ENSG00000135486,12,52960755,ENSG00000215492,18,28247165,None,None,None,None,None,Ohno
ENSG00000135517,12,55134696,ENSG00000171885,18,22699714,None,None,None,None,None,Ohno
ENSG00000078246,12,2870294,ENSG00000104804,19,54093802,None,None,None,None,None,Ohno
ENSG00000197905,12,2938757,ENSG00000074219,19,54557526,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000111218,12,3470686,ENSG00000126457,19,54872350,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000151079,12,4789372,ENSG00000104848,19,54268010,Ohno,Ohno,None,None,None,Ohno
ENSG00000111262,12,4889334,ENSG00000104848,19,54268010,Ohno,Ohno,None,None,None,Ohno
ENSG00000130037,12,5023346,ENSG00000104848,19,54268010,Ohno,None,None,None,None,Ohno
ENSG00000185652,12,5473559,ENSG00000167744,19,54258936,None,None,Ohno,Ohno,None,None
ENSG00000150086,12,14024319,ENSG00000105464,19,53589944,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000111713,12,21649048,ENSG00000104812,19,54188361,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000060982,12,24993499,ENSG00000105552,19,54006113,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000133703,12,25295121,ENSG00000126458,19,54835212,Ohno,None,None,Ohno,None,None
ENSG00000110975,12,33484021,ENSG00000213023,19,55863466,None,None,None,Ohno,Ohno,Ohno
ENSG00000127329,12,69317477,ENSG00000080031,19,60412654,None,None,None,None,None,Ohno
ENSG00000121749,12,70519808,ENSG00000104946,19,55072641,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000166006,12,73889778,ENSG00000131398,19,55524446,None,None,None,Ohno,Ohno,Ohno
ENSG00000067715,12,77781904,ENSG00000129990,19,60383532,None,None,None,Ohno,None,None
ENSG00000058272,12,78852842,ENSG00000125503,19,60320739,None,None,None,Ohno,None,Ohno
ENSG00000111052,12,79855825,ENSG00000104863,19,54309393,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000139220,12,80672131,ENSG00000177380,19,54314475,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000179520,12,99274988,ENSG00000104888,19,54636596,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000166211,12,100394788,ENSG00000142539,19,55614010,None,Ohno,Ohno,Ohno,None,None
ENSG00000196091,12,100512878,ENSG00000086967,19,55627972,Ohno,Ohno,Ohno,None,None,None
ENSG00000174600,12,107257220,ENSG00000171051,19,56946962,None,None,Ohno,None,None,None
ENSG00000176383,12,121254043,ENSG00000179913,19,17766919,None,None,Ohno,None,None,None
ENSG00000111452,12,130004790,ENSG00000127507,19,14750353,None,None,Ohno,None,None,None
ENSG00000111452,12,130004790,ENSG00000123146,19,14353213,None,None,Ohno,None,None,None
ENSG00000152556,12,46787424,ENSG00000141959,21,44544358,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000066084,12,49185035,ENSG00000160305,21,46703240,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000139626,12,51887267,ENSG00000160255,21,45173181,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000197111,12,52132161,ENSG00000183570,21,45888036,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135124,12,120132047,ENSG00000099957,22,19699316,None,None,None,Ohno,None,None
ENSG00000125207,12,129388567,ENSG00000184571,22,23500683,Ohno,None,None,Ohno,None,None
ENSG00000198598,12,130878891,ENSG00000099953,22,22445036,Ohno,None,None,None,None,None
ENSG00000073614,12,368881,ENSG00000126012,X,53271329,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000151067,12,2032725,ENSG00000102001,X,48976777,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000139132,12,32546361,ENSG00000102302,X,54539324,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000173208,12,38300237,ENSG00000101986,X,152643517,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000165966,12,39868525,ENSG00000067840,X,152749216,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000139174,12,41269745,ENSG00000012211,X,48929786,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198001,12,42439047,ENSG00000184216,X,152938536,None,Ohno,None,None,Ohno,Ohno
ENSG00000111371,12,44949475,ENSG00000017483,X,48213509,None,None,Ohno,Ohno,None,Ohno
ENSG00000134294,12,45060677,ENSG00000017483,X,48213509,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000139209,12,45506006,ENSG00000017483,X,48213509,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000166148,12,61832857,ENSG00000126895,X,152821179,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000196935,12,62524808,ENSG00000089820,X,152844908,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000090376,12,64869270,ENSG00000184216,X,152938536,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000090382,12,68028401,ENSG00000171478,X,47875014,None,None,Ohno,None,None,None
ENSG00000187109,12,74764717,ENSG00000186462,X,72351409,None,None,None,None,None,Ohno
ENSG00000139318,12,88270427,ENSG00000130829,X,152561182,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000070961,12,88573975,ENSG00000067842,X,152436328,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000177889,12,92360157,ENSG00000102069,X,142794839,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000180263,12,94135371,ENSG00000102302,X,54539324,None,None,None,None,None,Ohno
ENSG00000111145,12,95112338,ENSG00000126767,X,47394964,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000059758,12,95318354,ENSG00000102225,X,46962576,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000133116,13,32488571,ENSG00000188501,15,64644889,None,None,None,None,None,Ohno
ENSG00000120693,13,36392375,ENSG00000166949,15,65145249,None,None,None,None,None,Ohno
ENSG00000134873,13,94883859,ENSG00000181885,17,7106520,Ohno,Ohno,None,None,None,None
ENSG00000102466,13,101852029,ENSG00000161958,17,7283413,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000125266,13,105985338,ENSG00000108947,17,7549245,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000186009,13,113360502,ENSG00000129244,17,7494979,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000120693,13,36392375,ENSG00000175387,18,43711510,None,None,None,None,None,Ohno
ENSG00000180332,13,44673175,ENSG00000134504,18,22463204,None,None,None,None,None,Ohno
ENSG00000121390,13,19255083,ENSG00000147140,X,70420165,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121741,13,19430810,ENSG00000147130,X,70391721,Ohno,None,None,Ohno,Ohno,None
ENSG00000165474,13,19665114,ENSG00000169562,X,70351769,None,Ohno,None,None,None,None
ENSG00000121742,13,19704456,ENSG00000169562,X,70351769,Ohno,Ohno,None,None,None,None
ENSG00000180776,13,20931509,ENSG00000102383,X,74659600,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000102678,13,21143215,ENSG00000129682,X,137894912,None,None,None,Ohno,Ohno,Ohno
ENSG00000102678,13,21143215,ENSG00000196468,X,76596299,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000127863,13,23042723,ENSG00000131080,X,65775608,Ohno,Ohno,Ohno,None,None,None
ENSG00000182957,13,23632887,ENSG00000131089,X,62922138,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000139505,13,24759627,ENSG00000102043,X,63532036,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000127870,13,25694508,ENSG00000131263,X,73751177,None,None,Ohno,Ohno,Ohno,None
ENSG00000132970,13,26029840,ENSG00000188459,X,47541297,None,None,None,None,None,Ohno
ENSG00000165556,13,27441317,ENSG00000131264,X,72583813,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000139514,13,29067721,ENSG00000165349,X,70067700,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000189403,13,30089734,ENSG00000029993,X,149902421,None,None,None,Ohno,Ohno,Ohno
ENSG00000133121,13,32757892,ENSG00000130052,X,67784229,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000133083,13,35603443,ENSG00000077279,X,110542259,Ohno,None,None,None,None,None
ENSG00000133107,13,37342562,ENSG00000072315,X,111212660,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000183722,13,39075356,ENSG00000182508,X,111810031,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000150907,13,40138734,ENSG00000184481,X,70232751,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000120690,13,40491450,ENSG00000102034,X,129072334,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000102780,13,41520889,ENSG00000204466,X,50230477,None,None,None,None,None,Ohno
ENSG00000174032,13,44890509,ENSG00000102078,X,129301699,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000136167,13,45683484,ENSG00000102024,X,114701740,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136141,13,46025304,ENSG00000130224,X,114374891,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000102468,13,46368176,ENSG00000147246,X,113724807,Ohno,None,None,None,None,Ohno
ENSG00000136156,13,47705309,ENSG00000078596,X,78509703,None,None,Ohno,None,None,None
ENSG00000139679,13,47916841,ENSG00000147145,X,77896957,None,None,Ohno,None,None,None
ENSG00000123191,13,51483631,ENSG00000165240,X,77052850,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136099,13,52320776,ENSG00000165194,X,99551927,None,None,Ohno,Ohno,None,None
ENSG00000118946,13,57103790,ENSG00000165194,X,99551927,Ohno,Ohno,None,Ohno,None,None
ENSG00000139734,13,59636120,ENSG00000147202,X,95826365,None,Ohno,None,Ohno,None,Ohno
ENSG00000197991,13,60899983,ENSG00000102290,X,90920960,Ohno,Ohno,None,Ohno,None,None
ENSG00000184226,13,66702578,ENSG00000102290,X,90920960,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000150361,13,69580592,ENSG00000102271,X,86659425,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000165659,13,71339331,ENSG00000126733,X,85290118,None,None,Ohno,None,Ohno,Ohno
